,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
He Who Remains___Natalie Holt,0.569,0.566,6.0,-10.942,1.0,0.0415,0.244,0.976,0.249,0.446,135.072,audio_features,25lMRwMiGHhLtjFsJTGjz3,spotify:track:25lMRwMiGHhLtjFsJTGjz3,https://api.spotify.com/v1/tracks/25lMRwMiGHhLtjFsJTGjz3,https://api.spotify.com/v1/audio-analysis/25lMRwMiGHhLtjFsJTGjz3,175318.0,4.0,Loki: Vol. 2 (Episodes 4-6) [Original Soundtrack],0KRhT6YRtWbgIhMqyOGAfa
Clean___Taylor Swift,0.815,0.377,4.0,-7.754,1.0,0.0346,0.232,0.0,0.1,0.211,103.97,audio_features,1NmVZsG18CzCAtw7rnV3yA,spotify:track:1NmVZsG18CzCAtw7rnV3yA,https://api.spotify.com/v1/tracks/1NmVZsG18CzCAtw7rnV3yA,https://api.spotify.com/v1/audio-analysis/1NmVZsG18CzCAtw7rnV3yA,271000.0,4.0,1989 (Deluxe),1yGbNOtRIgdIiGHOEBaZWf
"Main Theme (From ""Loca academia de policía"")___London Music Works",0.232,0.68,10.0,-7.427,1.0,0.0577,0.578,0.252,0.192,0.622,167.866,audio_features,45JoLwDHP9Pa7U2Rkk7Ug4,spotify:track:45JoLwDHP9Pa7U2Rkk7Ug4,https://api.spotify.com/v1/tracks/45JoLwDHP9Pa7U2Rkk7Ug4,https://api.spotify.com/v1/audio-analysis/45JoLwDHP9Pa7U2Rkk7Ug4,104680.0,3.0,Los 100 Mayores Temas de Película Volumen 3,150TCvcIzSBXDlK44V6o9f
Oops!...I Did It Again___Britney Spears,0.751,0.834,1.0,-5.444,0.0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,audio_features,6naxalmIoLFWR0siv8dnQQ,spotify:track:6naxalmIoLFWR0siv8dnQQ,https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ,https://api.spotify.com/v1/audio-analysis/6naxalmIoLFWR0siv8dnQQ,211160.0,4.0,Oops!... I Did It Again,5PmgtkodFl2Om3hMXONDll
End Game___Taylor Swift,0.649,0.589,2.0,-6.237,1.0,0.0558,0.00845,0.0,0.108,0.151,159.073,audio_features,2x0WlnmfG39ZuDmstl9xfX,spotify:track:2x0WlnmfG39ZuDmstl9xfX,https://api.spotify.com/v1/tracks/2x0WlnmfG39ZuDmstl9xfX,https://api.spotify.com/v1/audio-analysis/2x0WlnmfG39ZuDmstl9xfX,244827.0,4.0,reputation,6DEjYFkNZh67HP7R9PSZvv
Captain America Main Titles___Alan Silvestri,0.117,0.0747,4.0,-29.078,1.0,0.0436,0.84,0.905,0.108,0.0473,55.974,audio_features,6y8BWRP7CmQ1Zjy7D1f6BN,spotify:track:6y8BWRP7CmQ1Zjy7D1f6BN,https://api.spotify.com/v1/tracks/6y8BWRP7CmQ1Zjy7D1f6BN,https://api.spotify.com/v1/audio-analysis/6y8BWRP7CmQ1Zjy7D1f6BN,54293.0,4.0,Captain America: The First Avenger,0La1Tskamjd6akysepE8r5
Witch perch___joseph bishara,0.169,0.00171,0.0,-25.232,0.0,0.0834,0.595,0.64,0.108,0.0382,63.767,audio_features,6PagjwNouDQIkrmsXpDOQQ,spotify:track:6PagjwNouDQIkrmsXpDOQQ,https://api.spotify.com/v1/tracks/6PagjwNouDQIkrmsXpDOQQ,https://api.spotify.com/v1/audio-analysis/6PagjwNouDQIkrmsXpDOQQ,150107.0,4.0,The Conjuring (Original Motion Picture Soundtrack),5p6mALCoHd3Ugv10lKEQon
Stereo Hearts (feat. Adam Levine)___Gym Class Heroes,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,0qOnSQQF0yzuPWsXrQ9paz,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,210960.0,4.0,The Papercut Chronicles II,2mumCpGmuE9iDeOvMx6XrB
Kgf Theme___WolfSpirit,0.325,0.805,10.0,-10.286,0.0,0.0507,0.000276,0.779,0.176,0.117,139.919,audio_features,3UHah6fvwKWJ2B2X3xsFOs,spotify:track:3UHah6fvwKWJ2B2X3xsFOs,https://api.spotify.com/v1/tracks/3UHah6fvwKWJ2B2X3xsFOs,https://api.spotify.com/v1/audio-analysis/3UHah6fvwKWJ2B2X3xsFOs,190295.0,4.0,Kgf Theme,2OGrxLbMFwe169oimK81lx
Left and Right (Feat. Jung Kook of BTS)___Charlie Puth,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487.0,4.0,Left and Right (Feat. Jung Kook of BTS),4LyiYe4wZ6XwzUne79hidF
Steal My Girl___One Direction,0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,audio_features,2Bs4jQEGMycglOfWPBqrVG,spotify:track:2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/tracks/2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/audio-analysis/2Bs4jQEGMycglOfWPBqrVG,228133.0,4.0,FOUR (Deluxe),4gCNyS7pidfK3rKWhB3JOY
"Phir Kabhi (From ""M.S.Dhoni - The Untold Story"")___Arijit Singh",0.405,0.665,4.0,-5.498,1.0,0.0328,0.614,0.0,0.525,0.404,81.921,audio_features,77gskLti3ilCnuwlDq0m8j,spotify:track:77gskLti3ilCnuwlDq0m8j,https://api.spotify.com/v1/tracks/77gskLti3ilCnuwlDq0m8j,https://api.spotify.com/v1/audio-analysis/77gskLti3ilCnuwlDq0m8j,287422.0,4.0,2016 Shinning Star - Arijit Singh,5Qi2odXJ7C5Hggha06uPWn
"TVA - From ""Loki""/Score___Natalie Holt",0.492,0.498,1.0,-11.583,1.0,0.0383,0.0238,0.77,0.736,0.1,108.099,audio_features,6YnoM7vjNoilLxWRslJ1d4,spotify:track:6YnoM7vjNoilLxWRslJ1d4,https://api.spotify.com/v1/tracks/6YnoM7vjNoilLxWRslJ1d4,https://api.spotify.com/v1/audio-analysis/6YnoM7vjNoilLxWRslJ1d4,148680.0,4.0,"TVA (From ""Loki"")",685u0IYysvl0qWJumxvCnj
Seventeen___Ava Kolker,0.378,0.752,9.0,-4.352,1.0,0.4,0.193,0.0,0.172,0.319,95.605,audio_features,0JrlB9UVSGhD0mIuYx7x5U,spotify:track:0JrlB9UVSGhD0mIuYx7x5U,https://api.spotify.com/v1/tracks/0JrlB9UVSGhD0mIuYx7x5U,https://api.spotify.com/v1/audio-analysis/0JrlB9UVSGhD0mIuYx7x5U,212933.0,4.0,Know-It-All (Deluxe),2AGNF8r2y8HL85yVk2bwmS
Evergreen___Olivia Sanabia,0.619,0.385,6.0,-10.229,1.0,0.0314,0.767,1.88e-05,0.0793,0.308,83.95,audio_features,4DOmrSKXmDSM3Xk2AOMP2x,spotify:track:4DOmrSKXmDSM3Xk2AOMP2x,https://api.spotify.com/v1/tracks/4DOmrSKXmDSM3Xk2AOMP2x,https://api.spotify.com/v1/audio-analysis/4DOmrSKXmDSM3Xk2AOMP2x,185714.0,4.0,19: The Musical,73y2u5Ioq5cSZjfN4kTw0x
the last great american dynasty___Taylor Swift,0.686,0.662,7.0,-8.505,1.0,0.0413,0.467,0.0023,0.109,0.706,147.922,audio_features,2Eeur20xVqfUoM3Q7EFPFt,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,https://api.spotify.com/v1/tracks/2Eeur20xVqfUoM3Q7EFPFt,https://api.spotify.com/v1/audio-analysis/2Eeur20xVqfUoM3Q7EFPFt,230999.0,4.0,folklore,2fenSS68JI1h4Fo296JfGr
No Scrubs___Unlike Pluto feat. Joanna Jones,0.582,0.778,1.0,-4.831,0.0,0.146,0.162,0.0,0.315,0.314,74.978,audio_features,5diufoHZPKvTBMut2NLzbf,spotify:track:5diufoHZPKvTBMut2NLzbf,https://api.spotify.com/v1/tracks/5diufoHZPKvTBMut2NLzbf,https://api.spotify.com/v1/audio-analysis/5diufoHZPKvTBMut2NLzbf,201600.0,4.0,No Scrubs,0QwNGfGTQ9SOTOgGQXbDM5
Loki TVA Theme - Sad version___Krutikov Music,0.169,0.18,9.0,-16.965,0.0,0.0426,0.944,0.807,0.0586,0.0365,73.796,audio_features,30NKlaui7WujWaCajPAaVH,spotify:track:30NKlaui7WujWaCajPAaVH,https://api.spotify.com/v1/tracks/30NKlaui7WujWaCajPAaVH,https://api.spotify.com/v1/audio-analysis/30NKlaui7WujWaCajPAaVH,200000.0,1.0,Loki TVA Theme,5XihKePvu3xZ3HE7A0vtnf
Grab My Hand___Danny Elfman,0.0937,0.437,10.0,-14.262,0.0,0.0586,0.159,0.696,0.129,0.141,170.954,audio_features,0xEio4ICoeC10s9fDQKqOt,spotify:track:0xEio4ICoeC10s9fDQKqOt,https://api.spotify.com/v1/tracks/0xEio4ICoeC10s9fDQKqOt,https://api.spotify.com/v1/audio-analysis/0xEio4ICoeC10s9fDQKqOt,74440.0,4.0,Doctor Strange in the Multiverse of Madness (Original Motion Picture Soundtrack),3QDzfMs8x9fkS8vYOKnhfM
Armstrong Cabin___Justin Hurwitz,0.442,0.197,7.0,-27.176,0.0,0.0485,0.989,0.84,0.109,0.0748,115.622,audio_features,0UJEym12sdx3m5UlY2HYfp,spotify:track:0UJEym12sdx3m5UlY2HYfp,https://api.spotify.com/v1/tracks/0UJEym12sdx3m5UlY2HYfp,https://api.spotify.com/v1/audio-analysis/0UJEym12sdx3m5UlY2HYfp,75707.0,1.0,First Man (Original Motion Picture Soundtrack),4NFpOHIv0hJa9of0IQsgKw
Time___Hans Zimmer,0.286,0.0968,7.0,-16.806,1.0,0.0323,0.178,0.696,0.0861,0.0395,62.881,audio_features,6ZFbXIJkuI1dVNWvzJzown,spotify:track:6ZFbXIJkuI1dVNWvzJzown,https://api.spotify.com/v1/tracks/6ZFbXIJkuI1dVNWvzJzown,https://api.spotify.com/v1/audio-analysis/6ZFbXIJkuI1dVNWvzJzown,275556.0,4.0,Inception (Music from the Motion Picture),2qvA7HmSg1iM6XMiFF76dp
"Haan Main Galat (From ""Love Aaj Kal"")___Pritam",0.685,0.736,0.0,-5.656,1.0,0.0521,0.0997,0.0112,0.101,0.893,117.979,audio_features,068HSvCf5MbQfhV4qqaelg,spotify:track:068HSvCf5MbQfhV4qqaelg,https://api.spotify.com/v1/tracks/068HSvCf5MbQfhV4qqaelg,https://api.spotify.com/v1/audio-analysis/068HSvCf5MbQfhV4qqaelg,218644.0,4.0,"Haan Main Galat (From ""Love Aaj Kal"")",5e0lk4qOylKNYoQKe7nxhC
"10,000 Hours (with Justin Bieber)___Dan + Shay",0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa,167693.0,4.0,"10,000 Hours (with Justin Bieber)",4ow6xJwn49gpWz7iHpOzWY
Falling___Harry Styles,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,audio_features,1ZMiCix7XSAbfAJlEZWMCp,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp,240133.0,4.0,Fine Line,7xV2TzoaVc0ycW7fwBwAml
Right Round___Flo Rida,0.717,0.772,7.0,-4.264,1.0,0.0554,0.00889,0.0,0.293,0.734,124.961,audio_features,16nHjvEhYAxpdpeHWfBZZK,spotify:track:16nHjvEhYAxpdpeHWfBZZK,https://api.spotify.com/v1/tracks/16nHjvEhYAxpdpeHWfBZZK,https://api.spotify.com/v1/audio-analysis/16nHjvEhYAxpdpeHWfBZZK,206493.0,4.0,Red Hot R & B,3HOdIpWTzqENgTiD7P7sI0
Gitchee Gitchee Goo___Phineas and the Ferbtones,0.707,0.874,7.0,-8.166,1.0,0.0794,0.181,0.0,0.0588,0.894,163.017,audio_features,3rQxqSlpusi6U3sNnYtEp1,spotify:track:3rQxqSlpusi6U3sNnYtEp1,https://api.spotify.com/v1/tracks/3rQxqSlpusi6U3sNnYtEp1,https://api.spotify.com/v1/audio-analysis/3rQxqSlpusi6U3sNnYtEp1,117947.0,4.0,Disney Classics,6zisUsluEUqL929AhNOXs0
Rise of the Immortals___Sound Adventures,0.406,0.885,2.0,-7.446,0.0,0.103,0.0162,0.917,0.122,0.213,75.014,audio_features,1lsxvmGEjPZRJKiO40K2zJ,spotify:track:1lsxvmGEjPZRJKiO40K2zJ,https://api.spotify.com/v1/tracks/1lsxvmGEjPZRJKiO40K2zJ,https://api.spotify.com/v1/audio-analysis/1lsxvmGEjPZRJKiO40K2zJ,196525.0,4.0,Nemesis,0EJMZHw1EdKqjVHA3Eph51
"Naacho Naacho (From ""Rrr"")___Vishal Mishra",0.438,0.986,10.0,-3.384,0.0,0.14,0.35,0.000343,0.0773,0.736,159.894,audio_features,208sMwgVcaFt2mT79Df1KG,spotify:track:208sMwgVcaFt2mT79Df1KG,https://api.spotify.com/v1/tracks/208sMwgVcaFt2mT79Df1KG,https://api.spotify.com/v1/audio-analysis/208sMwgVcaFt2mT79Df1KG,214208.0,4.0,"Naacho Naacho (From ""Rrr"")",1i4dE3ZSEKUVNA85Lr5nbA
"The Wheat - From ""Gladiator"" Soundtrack___Lisa Gerrard",0.234,0.0339,2.0,-33.147,1.0,0.0398,0.984,0.86,0.104,0.0691,83.514,audio_features,6J9xufrX3hKqlEskdKkvLI,spotify:track:6J9xufrX3hKqlEskdKkvLI,https://api.spotify.com/v1/tracks/6J9xufrX3hKqlEskdKkvLI,https://api.spotify.com/v1/audio-analysis/6J9xufrX3hKqlEskdKkvLI,63267.0,4.0,Hans Zimmer: Soundtracks To The Movies,2kkK2NkVvVrZnpqj13s7KF
As It Was___Harry Styles,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303.0,4.0,As It Was,2pqdSWeJVsXAhHFuVLzuA8
Thunder___Imagine Dragons,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,audio_features,1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,187147.0,4.0,Evolve,33pt9HBdGlAbRGBHQgsZsU
"It's Been A Long, Long Time___Harry James",0.277,0.216,0.0,-9.66,1.0,0.03,0.945,0.00116,0.325,0.362,75.258,audio_features,4rfh0qEv1HdKRXWiRXfzWF,spotify:track:4rfh0qEv1HdKRXWiRXfzWF,https://api.spotify.com/v1/tracks/4rfh0qEv1HdKRXWiRXfzWF,https://api.spotify.com/v1/audio-analysis/4rfh0qEv1HdKRXWiRXfzWF,205773.0,4.0,Texas Chatter,6tBVZNKIPLGcp09IQK7oyz
the lakes - bonus track___Taylor Swift,0.313,0.258,2.0,-11.532,1.0,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,audio_features,0eFQWVz0qIxDOvhLpZ40P7,spotify:track:0eFQWVz0qIxDOvhLpZ40P7,https://api.spotify.com/v1/tracks/0eFQWVz0qIxDOvhLpZ40P7,https://api.spotify.com/v1/audio-analysis/0eFQWVz0qIxDOvhLpZ40P7,211813.0,4.0,folklore (deluxe version),1pzvBxYgT6OVwJLtHkrdQK
What About Me___The Tano Jones Revelry,0.663,0.751,10.0,-5.386,1.0,0.0534,0.136,0.0,0.181,0.896,100.044,audio_features,4pAebtrrnwhqfufUdwPuKU,spotify:track:4pAebtrrnwhqfufUdwPuKU,https://api.spotify.com/v1/tracks/4pAebtrrnwhqfufUdwPuKU,https://api.spotify.com/v1/audio-analysis/4pAebtrrnwhqfufUdwPuKU,232524.0,4.0,What About Me,6BUQhfbkwb1oedwQEQoWK5
Jinx___Lia Pappas-Kemps,0.692,0.603,11.0,-8.579,1.0,0.0443,0.129,0.0,0.105,0.396,119.93,audio_features,1jlwVdghHRjWUKkP6W1uFB,spotify:track:1jlwVdghHRjWUKkP6W1uFB,https://api.spotify.com/v1/tracks/1jlwVdghHRjWUKkP6W1uFB,https://api.spotify.com/v1/audio-analysis/1jlwVdghHRjWUKkP6W1uFB,212330.0,4.0,Jinx,0xxP3ktTkNDO3XC7upMDi2
Nineteen___Dylan,0.475,0.743,0.0,-5.802,1.0,0.05,0.00309,0.0,0.695,0.208,95.014,audio_features,1TrKIyTqPl9mMiB994ezhI,spotify:track:1TrKIyTqPl9mMiB994ezhI,https://api.spotify.com/v1/tracks/1TrKIyTqPl9mMiB994ezhI,https://api.spotify.com/v1/audio-analysis/1TrKIyTqPl9mMiB994ezhI,218885.0,4.0,No Romeo EP,09ItArIl88LxU5InoksUTo
Wonder Woman Main Theme___Tina Guo,0.423,0.775,11.0,-9.504,0.0,0.0867,0.00714,0.827,0.0883,0.0477,143.996,audio_features,6x2B0LnddEcAReI99h70iv,spotify:track:6x2B0LnddEcAReI99h70iv,https://api.spotify.com/v1/tracks/6x2B0LnddEcAReI99h70iv,https://api.spotify.com/v1/audio-analysis/6x2B0LnddEcAReI99h70iv,223873.0,1.0,Wonder Woman Main Theme,2cf3VDa44SySx8hmQV8TWO
drivers license___Olivia Rodrigo,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
Yaad Piya Ki Aane Lagi___Neha Kakkar,0.858,0.833,5.0,-3.747,0.0,0.0471,0.375,0.0,0.112,0.693,107.977,audio_features,0TkquWzzuxcrwbCWlTrKYF,spotify:track:0TkquWzzuxcrwbCWlTrKYF,https://api.spotify.com/v1/tracks/0TkquWzzuxcrwbCWlTrKYF,https://api.spotify.com/v1/audio-analysis/0TkquWzzuxcrwbCWlTrKYF,256678.0,4.0,Yaad Piya Ki Aane Lagi,4c3IszwqbBtplyBxZc61rS
Pasoori___Shae Gill,0.714,0.596,11.0,-6.206,0.0,0.043,0.0657,0.0,0.0625,0.669,91.991,audio_features,7lvDsmTRXFE3dK4OjvRiWB,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/tracks/7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/audio-analysis/7lvDsmTRXFE3dK4OjvRiWB,224147.0,4.0,Pasoori,7wgrW5XyZdtk0K8PkW5A7h
Control___Unknown Brain,0.544,0.771,5.0,-4.097,0.0,0.0644,0.00339,2.12e-05,0.173,0.301,99.743,audio_features,46MUbxLye12SKBN7xHg3CF,spotify:track:46MUbxLye12SKBN7xHg3CF,https://api.spotify.com/v1/tracks/46MUbxLye12SKBN7xHg3CF,https://api.spotify.com/v1/audio-analysis/46MUbxLye12SKBN7xHg3CF,166800.0,4.0,Control,3WEPzTQTjVJSCVv0lKEKq0
Never Gonna Give You Up___Rick Astley,0.721,0.939,8.0,-11.823,1.0,0.0376,0.115,3.79e-05,0.108,0.914,113.309,audio_features,4PTG3Z6ehGkBFwjybzWkR8,spotify:track:4PTG3Z6ehGkBFwjybzWkR8,https://api.spotify.com/v1/tracks/4PTG3Z6ehGkBFwjybzWkR8,https://api.spotify.com/v1/audio-analysis/4PTG3Z6ehGkBFwjybzWkR8,213573.0,4.0,Whenever You Need Somebody,6eUW0wxWtzkFdaEFsTJto6
Miss Minutes___Natalie Holt,0.216,0.187,3.0,-13.489,1.0,0.0381,0.95,0.932,0.114,0.038,139.617,audio_features,2xdPyL9pL66Xy14sjqa7An,spotify:track:2xdPyL9pL66Xy14sjqa7An,https://api.spotify.com/v1/tracks/2xdPyL9pL66Xy14sjqa7An,https://api.spotify.com/v1/audio-analysis/2xdPyL9pL66Xy14sjqa7An,120443.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
"Kesariya (From ""Brahmastra"")___Pritam",0.577,0.574,0.0,-6.525,1.0,0.0278,0.572,0.0,0.1,0.436,94.009,audio_features,6VBhH7CyP56BXjp8VsDFPZ,spotify:track:6VBhH7CyP56BXjp8VsDFPZ,https://api.spotify.com/v1/tracks/6VBhH7CyP56BXjp8VsDFPZ,https://api.spotify.com/v1/audio-analysis/6VBhH7CyP56BXjp8VsDFPZ,268165.0,4.0,"Kesariya (From ""Brahmastra"")",1HeX4SmCFW4EPHQDvHgrVS
TVA Inner Workings___Natalie Holt,0.163,0.275,7.0,-15.041,1.0,0.038,0.32,0.962,0.0801,0.0389,70.654,audio_features,3feb4GN5whTw05QRLHqr0h,spotify:track:3feb4GN5whTw05QRLHqr0h,https://api.spotify.com/v1/tracks/3feb4GN5whTw05QRLHqr0h,https://api.spotify.com/v1/audio-analysis/3feb4GN5whTw05QRLHqr0h,108000.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
Ain't Got Rhythm (Vocal)___Phineas,0.742,0.671,11.0,-9.25,0.0,0.166,0.0828,0.0,0.028,0.913,95.922,audio_features,0RoVSn3Ldk3Il03XcGCEER,spotify:track:0RoVSn3Ldk3Il03XcGCEER,https://api.spotify.com/v1/tracks/0RoVSn3Ldk3Il03XcGCEER,https://api.spotify.com/v1/audio-analysis/0RoVSn3Ldk3Il03XcGCEER,136107.0,4.0,Disney Karaoke Series: Phineas and Ferb,3abb0EBNGbapWmK4pThdrf
I Miss Randy___Natalie Holt,0.395,0.456,1.0,-15.468,1.0,0.0503,0.0433,0.761,0.0928,0.0329,128.956,audio_features,2Kdulirzhhi9Ug4pWhsSfA,spotify:track:2Kdulirzhhi9Ug4pWhsSfA,https://api.spotify.com/v1/tracks/2Kdulirzhhi9Ug4pWhsSfA,https://api.spotify.com/v1/audio-analysis/2Kdulirzhhi9Ug4pWhsSfA,112304.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
Brahmastra___Vaibhav Nagare,0.638,0.922,0.0,-1.586,1.0,0.0965,0.0232,0.0125,0.0702,0.626,100.0,audio_features,5z8snoI6qfii4KV90Am5a1,spotify:track:5z8snoI6qfii4KV90Am5a1,https://api.spotify.com/v1/tracks/5z8snoI6qfii4KV90Am5a1,https://api.spotify.com/v1/audio-analysis/5z8snoI6qfii4KV90Am5a1,187207.0,4.0,Brahmastra,2jL28ehqhR7TG3JSwEUzRx
Yalgaar___Ajey Nagar (CarryMinati),0.726,0.818,6.0,-6.522,0.0,0.176,0.538,1.01e-06,0.111,0.812,92.033,audio_features,0RGp4KA9wvndxqPIWoKwnD,spotify:track:0RGp4KA9wvndxqPIWoKwnD,https://api.spotify.com/v1/tracks/0RGp4KA9wvndxqPIWoKwnD,https://api.spotify.com/v1/audio-analysis/0RGp4KA9wvndxqPIWoKwnD,195652.0,4.0,Yalgaar (Original),6JoCfnx3ytn78UHeEwFS5I
Main Titles (You’ve Been Called Back to Top Gun)___Harold Faltermeyer,0.493,0.302,5.0,-12.478,1.0,0.0289,0.0404,0.834,0.107,0.157,107.425,audio_features,74BfFG9qR85KXxN49esFVA,spotify:track:74BfFG9qR85KXxN49esFVA,https://api.spotify.com/v1/tracks/74BfFG9qR85KXxN49esFVA,https://api.spotify.com/v1/audio-analysis/74BfFG9qR85KXxN49esFVA,150667.0,4.0,Top Gun: Maverick (Music From The Motion Picture),3tjIKRAPBy5Qu4z8F5HmBz
Frigga___Natalie Holt,0.171,0.282,0.0,-19.963,0.0,0.0382,0.879,0.868,0.0718,0.0297,125.549,audio_features,7fW4pV24m1fphqn6666IpJ,spotify:track:7fW4pV24m1fphqn6666IpJ,https://api.spotify.com/v1/tracks/7fW4pV24m1fphqn6666IpJ,https://api.spotify.com/v1/audio-analysis/7fW4pV24m1fphqn6666IpJ,141387.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
The Wedding March - Remastered 2011___Queen,0.124,0.431,7.0,-8.2,1.0,0.0343,0.244,0.733,0.433,0.505,78.703,audio_features,29cvimDnaTP15HdKWmH8At,spotify:track:29cvimDnaTP15HdKWmH8At,https://api.spotify.com/v1/tracks/29cvimDnaTP15HdKWmH8At,https://api.spotify.com/v1/audio-analysis/29cvimDnaTP15HdKWmH8At,56000.0,4.0,Flash Gordon (Remastered),3rxolmqfcqWFr1kihP3lpQ
Bahlam Maak___Najat Al Saghira,0.496,0.441,8.0,-11.199,0.0,0.0302,0.293,0.00419,0.112,0.515,105.888,audio_features,2nCZs15rSShxeRBzBp6eLO,spotify:track:2nCZs15rSShxeRBzBp6eLO,https://api.spotify.com/v1/tracks/2nCZs15rSShxeRBzBp6eLO,https://api.spotify.com/v1/audio-analysis/2nCZs15rSShxeRBzBp6eLO,229866.0,4.0,Oyon El Alb,3pnuPZ8nUMMLwHJSvNLrO0
Break My Heart Myself (feat. Travis Barker)___Bebe Rexha,0.751,0.857,1.0,-4.385,0.0,0.0752,0.31,0.0,0.0801,0.501,104.984,audio_features,3UjGudrhckjEQjKHLR3p5G,spotify:track:3UjGudrhckjEQjKHLR3p5G,https://api.spotify.com/v1/tracks/3UjGudrhckjEQjKHLR3p5G,https://api.spotify.com/v1/audio-analysis/3UjGudrhckjEQjKHLR3p5G,151999.0,4.0,Better Mistakes,0ypVp54cO3kexiJNu33wYp
National Anthem USA - The Star Spangled Banner___The Astoria Singers,0.416,0.25,8.0,-12.441,1.0,0.0288,0.645,0.000124,0.129,0.594,74.861,audio_features,1QvGqZTh78BkNsnGiNHFdo,spotify:track:1QvGqZTh78BkNsnGiNHFdo,https://api.spotify.com/v1/tracks/1QvGqZTh78BkNsnGiNHFdo,https://api.spotify.com/v1/audio-analysis/1QvGqZTh78BkNsnGiNHFdo,92380.0,3.0,America the Beautiful - 40 Patriotic Songs,4130hT0prjC9NBQR9QYuZ1
A Newlywed Couple___Kristen Anderson-Lopez,0.556,0.521,7.0,-3.552,1.0,0.0305,0.651,0.0,0.417,0.839,133.346,audio_features,2J7tTtwQ3cmqD9xYqVqtUh,spotify:track:2J7tTtwQ3cmqD9xYqVqtUh,https://api.spotify.com/v1/tracks/2J7tTtwQ3cmqD9xYqVqtUh,https://api.spotify.com/v1/audio-analysis/2J7tTtwQ3cmqD9xYqVqtUh,54240.0,4.0,WandaVision: Episode 1 (Original Soundtrack),7cT5OHwrPtilc4Mf7hBU6N
