,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Call Out My Name___The Weeknd,0.461,0.593,1.0,-4.954,1.0,0.0356,0.17,0.0,0.307,0.175,134.17,audio_features,09mEdoA6zrmBPgTEN5qXmN,spotify:track:09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,228373.0,3.0,"My Dear Melancholy,",4qZBW3f2Q8y0k1A84d4iAO
Sunflower - Spider-Man: Into the Spider-Verse___Post Malone,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040.0,4.0,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs
Die For You___The Weeknd,0.582,0.525,1.0,-7.163,0.0,0.0627,0.111,0.0,0.134,0.51,133.249,audio_features,2Ch7LmS7r2Gy2kc64wv3Bz,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/tracks/2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/audio-analysis/2Ch7LmS7r2Gy2kc64wv3Bz,260253.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe
"The Avengers - From ""The Avengers""/Score___Alan Silvestri",0.25,0.553,7.0,-8.188,1.0,0.043,0.606,0.661,0.145,0.224,118.991,audio_features,6cuClER9HL24RpyTGuy2Ew,spotify:track:6cuClER9HL24RpyTGuy2Ew,https://api.spotify.com/v1/tracks/6cuClER9HL24RpyTGuy2Ew,https://api.spotify.com/v1/audio-analysis/6cuClER9HL24RpyTGuy2Ew,123360.0,4.0,Epic Gaming,18ccuDm8AWBAbzPBB0JQPI
Snowchild___The Weeknd,0.55,0.611,0.0,-7.475,1.0,0.137,0.162,6.88e-05,0.121,0.243,148.062,audio_features,3WlbeuhfRSqU7ylK2Ui5U7,spotify:track:3WlbeuhfRSqU7ylK2Ui5U7,https://api.spotify.com/v1/tracks/3WlbeuhfRSqU7ylK2Ui5U7,https://api.spotify.com/v1/audio-analysis/3WlbeuhfRSqU7ylK2Ui5U7,247187.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
Washing Machine Heart___Mitski,0.613,0.822,9.0,-4.087,1.0,0.026,0.0092,0.506,0.429,0.567,105.997,audio_features,3jjsRKEsF42ccXf8kWR3nu,spotify:track:3jjsRKEsF42ccXf8kWR3nu,https://api.spotify.com/v1/tracks/3jjsRKEsF42ccXf8kWR3nu,https://api.spotify.com/v1/audio-analysis/3jjsRKEsF42ccXf8kWR3nu,128199.0,4.0,Be the Cowboy,42cH7mrkfljkqkxA2Ip9Xq
Tu Bhi India Maa Bhi India___Mohit Lalwani,0.646,0.655,4.0,-8.733,1.0,0.038,0.177,0.0,0.457,0.189,118.063,audio_features,3NA1X9h5TsFEuL5eX0K9dp,spotify:track:3NA1X9h5TsFEuL5eX0K9dp,https://api.spotify.com/v1/tracks/3NA1X9h5TsFEuL5eX0K9dp,https://api.spotify.com/v1/audio-analysis/3NA1X9h5TsFEuL5eX0K9dp,100169.0,4.0,Tu Bhi India Maa Bhi India,4KYenOX3ICHEHevw380z1K
About Damn Time___Lizzo,0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,spotify:track:1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822.0,4.0,About Damn Time,4JApkbiesQxv5drdEZRlZC
TVA___Natalie Holt,0.492,0.499,1.0,-11.58,1.0,0.0378,0.0229,0.717,0.767,0.111,108.057,audio_features,50dHgEzyYyytE1JxxBUDgj,spotify:track:50dHgEzyYyytE1JxxBUDgj,https://api.spotify.com/v1/tracks/50dHgEzyYyytE1JxxBUDgj,https://api.spotify.com/v1/audio-analysis/50dHgEzyYyytE1JxxBUDgj,148680.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
Wildest Dreams___Taylor Swift,0.553,0.664,8.0,-7.417,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,audio_features,3fVnlF4pGqWI9flVENcT28,spotify:track:3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/tracks/3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/audio-analysis/3fVnlF4pGqWI9flVENcT28,220440.0,4.0,1989,5fy0X0JmZRZnVa2UEicIOl
Your Father___Joel P West,0.146,0.329,0.0,-12.391,0.0,0.0344,0.258,0.964,0.113,0.0365,103.676,audio_features,5Pz3kFm0nanjFlU3F2Zrxa,spotify:track:5Pz3kFm0nanjFlU3F2Zrxa,https://api.spotify.com/v1/tracks/5Pz3kFm0nanjFlU3F2Zrxa,https://api.spotify.com/v1/audio-analysis/5Pz3kFm0nanjFlU3F2Zrxa,193459.0,4.0,Shang-Chi and the Legend of the Ten Rings (Original Score),72LIvmrUE6L6bBO5gzvbya
Sawan Mein Lag Gayi Aag___Mika Singh,0.792,0.813,0.0,-3.687,1.0,0.0513,0.388,2.29e-05,0.0541,0.868,130.058,audio_features,6oloWgrErtc8dG2WiV55gn,spotify:track:6oloWgrErtc8dG2WiV55gn,https://api.spotify.com/v1/tracks/6oloWgrErtc8dG2WiV55gn,https://api.spotify.com/v1/audio-analysis/6oloWgrErtc8dG2WiV55gn,226615.0,4.0,Ginny Weds Sunny (Original Motion Picture Soundtrack),0uV4f6bZkuwb6BW1dZ3EPC
Burning Love___Elvis Presley,0.66,0.748,2.0,-11.206,1.0,0.0284,0.0993,0.00585,0.283,0.972,143.549,audio_features,7zMUCLm1TN9o9JlLISztxO,spotify:track:7zMUCLm1TN9o9JlLISztxO,https://api.spotify.com/v1/tracks/7zMUCLm1TN9o9JlLISztxO,https://api.spotify.com/v1/audio-analysis/7zMUCLm1TN9o9JlLISztxO,170293.0,4.0,Elvis (Fool),3gpHiNAmT5oXVxe6ewTGuN
Out of Time___The Weeknd,0.65,0.76,0.0,-4.422,0.0,0.0446,0.255,0.0,0.339,0.838,93.057,audio_features,2SLwbpExuoBDZBpjfefCtV,spotify:track:2SLwbpExuoBDZBpjfefCtV,https://api.spotify.com/v1/tracks/2SLwbpExuoBDZBpjfefCtV,https://api.spotify.com/v1/audio-analysis/2SLwbpExuoBDZBpjfefCtV,214194.0,4.0,Dawn FM,2nLOHgzXzwFEpl62zAgCEC
My Road Leads into the Desert___Hans Zimmer,0.148,0.0195,4.0,-19.122,0.0,0.0461,0.46,0.948,0.0917,0.0299,105.085,audio_features,6pZAfbCHf1n85a3MSPuDDY,spotify:track:6pZAfbCHf1n85a3MSPuDDY,https://api.spotify.com/v1/tracks/6pZAfbCHf1n85a3MSPuDDY,https://api.spotify.com/v1/audio-analysis/6pZAfbCHf1n85a3MSPuDDY,232200.0,4.0,Dune (Original Motion Picture Soundtrack),56k8ay5oE5apR61WIeE4wQ
The Man___Taylor Swift,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,audio_features,3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70,190360.0,4.0,Lover,1NAmidJlEaVgA3MpcPFYGq
"Oshkosh, 1985___Natalie Holt",0.337,0.104,11.0,-16.96,0.0,0.0343,0.802,0.926,0.107,0.0359,124.893,audio_features,167gZmnGIp0ooAhEoPVQts,spotify:track:167gZmnGIp0ooAhEoPVQts,https://api.spotify.com/v1/tracks/167gZmnGIp0ooAhEoPVQts,https://api.spotify.com/v1/audio-analysis/167gZmnGIp0ooAhEoPVQts,113165.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
Candace Against the Universe___Danny Jacob,0.458,0.897,7.0,-5.143,1.0,0.0488,0.00511,0.345,0.0758,0.356,85.989,audio_features,7vveYuA4kNnaxIBVSmI1fG,spotify:track:7vveYuA4kNnaxIBVSmI1fG,https://api.spotify.com/v1/tracks/7vveYuA4kNnaxIBVSmI1fG,https://api.spotify.com/v1/audio-analysis/7vveYuA4kNnaxIBVSmI1fG,93698.0,4.0,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),17UaoAh0UsPryIa6Em6zRL
Sign of the Times___Harry Styles,0.516,0.595,5.0,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707.0,4.0,Harry Styles,1FZKIm3JVDCxTchXDo5jOV
Loki Green Theme___Natalie Holt,0.458,0.475,5.0,-12.581,1.0,0.032,0.76,0.836,0.125,0.132,126.055,audio_features,5T7DUEeAj0hkMLTzIlDCRz,spotify:track:5T7DUEeAj0hkMLTzIlDCRz,https://api.spotify.com/v1/tracks/5T7DUEeAj0hkMLTzIlDCRz,https://api.spotify.com/v1/audio-analysis/5T7DUEeAj0hkMLTzIlDCRz,144762.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
B.E.A.T.___L2M,0.628,0.723,1.0,-5.491,1.0,0.0287,0.000134,0.0104,0.135,0.407,139.962,audio_features,4i8z1JEjhqmFq3ks2IYbpG,spotify:track:4i8z1JEjhqmFq3ks2IYbpG,https://api.spotify.com/v1/tracks/4i8z1JEjhqmFq3ks2IYbpG,https://api.spotify.com/v1/audio-analysis/4i8z1JEjhqmFq3ks2IYbpG,233295.0,4.0,B.E.A.T.,5C1OSafK2eNhBSowOTkwX9
"Music from the ""Avengers: Infinity War"" Trailer___L'Orchestra Cinematique",0.191,0.549,0.0,-15.007,1.0,0.0522,0.0734,2.18e-05,0.0932,0.0632,83.033,audio_features,3fxRvgne4797zhZ9rM3w7H,spotify:track:3fxRvgne4797zhZ9rM3w7H,https://api.spotify.com/v1/tracks/3fxRvgne4797zhZ9rM3w7H,https://api.spotify.com/v1/audio-analysis/3fxRvgne4797zhZ9rM3w7H,144213.0,4.0,"Music from the ""Avengers: Infinity War"" Trailer 2 (Cover Version)",6Ol37vdSRyPbNYtOrQxElM
Shang-Chi Trailer Music (Mansa Musa)___Sh4d0wStrider,0.619,0.838,2.0,-7.477,1.0,0.0467,0.0207,0.739,0.102,0.263,110.003,audio_features,0GL5u0zk4fdne7wFYUfIs0,spotify:track:0GL5u0zk4fdne7wFYUfIs0,https://api.spotify.com/v1/tracks/0GL5u0zk4fdne7wFYUfIs0,https://api.spotify.com/v1/audio-analysis/0GL5u0zk4fdne7wFYUfIs0,199680.0,4.0,Shang-Chi Trailer Music (Mansa Musa),4m7vRUSpKaKUI8XUuv5zun
America's Most Wanted___Cover Cream,0.795,0.737,8.0,-7.66,1.0,0.0379,0.00593,0.0,0.371,0.757,127.95,audio_features,7bhQHcp9wV7tR2doQRY6GX,spotify:track:7bhQHcp9wV7tR2doQRY6GX,https://api.spotify.com/v1/tracks/7bhQHcp9wV7tR2doQRY6GX,https://api.spotify.com/v1/audio-analysis/7bhQHcp9wV7tR2doQRY6GX,223033.0,4.0,America's Most Wanted (A Tribute to Akon),5HgiRXbaN9VvKTTTrZnt9v
The Innkeepers___Jeff Grace,0.332,0.189,10.0,-16.784,1.0,0.0336,0.931,0.921,0.105,0.0337,62.839,audio_features,5oRTkmJfhEKF0lCnyUJupc,spotify:track:5oRTkmJfhEKF0lCnyUJupc,https://api.spotify.com/v1/tracks/5oRTkmJfhEKF0lCnyUJupc,https://api.spotify.com/v1/audio-analysis/5oRTkmJfhEKF0lCnyUJupc,149374.0,4.0,The Innkeepers (Original Motion Picture Soundtrack),4dPXD33k9UyXC0F2TJoECJ
Jet Ski___Natalie Holt,0.545,0.422,2.0,-15.178,0.0,0.0316,0.694,0.894,0.134,0.11,109.162,audio_features,31kJ4uUHXkdArYzNGZvWm7,spotify:track:31kJ4uUHXkdArYzNGZvWm7,https://api.spotify.com/v1/tracks/31kJ4uUHXkdArYzNGZvWm7,https://api.spotify.com/v1/audio-analysis/31kJ4uUHXkdArYzNGZvWm7,131391.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
don't miss me___Claire Rosinkranz,0.796,0.727,1.0,-4.726,1.0,0.04,0.793,2.49e-05,0.0858,0.818,104.98,audio_features,5MG69A9XyXDbBbeOxdR3Tl,spotify:track:5MG69A9XyXDbBbeOxdR3Tl,https://api.spotify.com/v1/tracks/5MG69A9XyXDbBbeOxdR3Tl,https://api.spotify.com/v1/audio-analysis/5MG69A9XyXDbBbeOxdR3Tl,123950.0,4.0,don’t miss me,2uXE0PE2nWgjXDV6nZi1l0
"Naatu Naatu (From ""Rrr"")___Rahul Sipligunj",0.405,0.988,10.0,-3.843,0.0,0.0992,0.355,0.113,0.0815,0.703,160.052,audio_features,4iKGu3xtvm90eBw0EIPWJP,spotify:track:4iKGu3xtvm90eBw0EIPWJP,https://api.spotify.com/v1/tracks/4iKGu3xtvm90eBw0EIPWJP,https://api.spotify.com/v1/audio-analysis/4iKGu3xtvm90eBw0EIPWJP,214400.0,4.0,"Naatu Naatu (From ""Rrr"")",78zqKU9guNUoZFs7mn7TUG
illicit affairs___Taylor Swift,0.559,0.31,10.0,-10.445,1.0,0.0338,0.881,0.0,0.106,0.46,119.845,audio_features,2NmsngXHeC1GQ9wWrzhOMf,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,https://api.spotify.com/v1/tracks/2NmsngXHeC1GQ9wWrzhOMf,https://api.spotify.com/v1/audio-analysis/2NmsngXHeC1GQ9wWrzhOMf,190898.0,4.0,folklore,2fenSS68JI1h4Fo296JfGr
Summertime Sadness___Lana Del Rey,0.565,0.654,1.0,-6.826,0.0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,audio_features,3BJe4B8zGnqEdQPMvfVjuS,spotify:track:3BJe4B8zGnqEdQPMvfVjuS,https://api.spotify.com/v1/tracks/3BJe4B8zGnqEdQPMvfVjuS,https://api.spotify.com/v1/audio-analysis/3BJe4B8zGnqEdQPMvfVjuS,265427.0,4.0,Born To Die - The Paradise Edition,5VoeRuTrGhTbKelUfwymwu
King Of My Heart___Taylor Swift,0.675,0.703,0.0,-7.902,1.0,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,audio_features,7HuBDWi18s4aJM8UFnNheH,spotify:track:7HuBDWi18s4aJM8UFnNheH,https://api.spotify.com/v1/tracks/7HuBDWi18s4aJM8UFnNheH,https://api.spotify.com/v1/audio-analysis/7HuBDWi18s4aJM8UFnNheH,214320.0,4.0,reputation,6DEjYFkNZh67HP7R9PSZvv
Twist Kamariya___Harshdeep Kaur,0.734,0.899,4.0,-4.018,0.0,0.0922,0.0559,0.0,0.0586,0.929,75.02,audio_features,53jOWL6hluhvYrqBIL7j3Y,spotify:track:53jOWL6hluhvYrqBIL7j3Y,https://api.spotify.com/v1/tracks/53jOWL6hluhvYrqBIL7j3Y,https://api.spotify.com/v1/audio-analysis/53jOWL6hluhvYrqBIL7j3Y,148713.0,4.0,Bareilly Ki Barfi,1P8eifMN4WiKEXtptCBwJQ
Spider-Man: No Way Home Teaser Trailer Music (Spider-Man: No Way Home Soundtrack)___Sh4d0wStrider,0.431,0.471,2.0,-13.826,1.0,0.0399,0.145,0.789,0.139,0.146,95.919,audio_features,5g8mZz7E9A57vU9snVCQXZ,spotify:track:5g8mZz7E9A57vU9snVCQXZ,https://api.spotify.com/v1/tracks/5g8mZz7E9A57vU9snVCQXZ,https://api.spotify.com/v1/audio-analysis/5g8mZz7E9A57vU9snVCQXZ,289368.0,4.0,Spider-Man: No Way Home Teaser Trailer Music (Spider-Man: No Way Home Soundtrack),4pQXpF2hRWIFcN33nWOZii
Rollercoaster___Phineas,0.421,0.79,10.0,-6.227,1.0,0.0538,0.00205,0.000309,0.148,0.279,162.024,audio_features,5L95vS64rG1YMIFm1hLjyZ,spotify:track:5L95vS64rG1YMIFm1hLjyZ,https://api.spotify.com/v1/tracks/5L95vS64rG1YMIFm1hLjyZ,https://api.spotify.com/v1/audio-analysis/5L95vS64rG1YMIFm1hLjyZ,188867.0,4.0,Strange Desire,0cnNCK2xpudXjB8pzsrYy9
Deja Vu___WENGIE,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
deja vu___Olivia Rodrigo,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
Eternals Theme___Ramin Djawadi,0.434,0.413,1.0,-13.917,1.0,0.0433,0.0937,0.834,0.0552,0.234,90.018,audio_features,2IMCpvfw7vdBgK054H0FPE,spotify:track:2IMCpvfw7vdBgK054H0FPE,https://api.spotify.com/v1/tracks/2IMCpvfw7vdBgK054H0FPE,https://api.spotify.com/v1/audio-analysis/2IMCpvfw7vdBgK054H0FPE,227077.0,4.0,Eternals (Original Motion Picture Soundtrack),3qBn8Lw72Fs6zWyA7yFrMn
The Batman Theme (First look)___Krutikov Music,0.462,0.24,9.0,-18.672,0.0,0.0318,0.583,0.936,0.0694,0.0387,79.955,audio_features,2OfffL9KHJSJJ5YoqqPTIK,spotify:track:2OfffL9KHJSJJ5YoqqPTIK,https://api.spotify.com/v1/tracks/2OfffL9KHJSJJ5YoqqPTIK,https://api.spotify.com/v1/audio-analysis/2OfffL9KHJSJJ5YoqqPTIK,100500.0,4.0,The Batman Trailer Music Collection,2PLBQZL479VhalLAdnKgGK
Dhindora___Kailash Kher,0.731,0.746,10.0,-6.859,0.0,0.0707,0.00528,0.000334,0.0852,0.788,123.954,audio_features,7nXci98gcFBxwsSRxqkzSq,spotify:track:7nXci98gcFBxwsSRxqkzSq,https://api.spotify.com/v1/tracks/7nXci98gcFBxwsSRxqkzSq,https://api.spotify.com/v1/audio-analysis/7nXci98gcFBxwsSRxqkzSq,199839.0,4.0,Dhindora,0j5w4hJPgOf4tKecKx5HBv
No Time for Caution___Hans Zimmer,0.262,0.224,9.0,-20.231,0.0,0.0463,0.0545,0.95,0.118,0.0388,119.715,audio_features,5aaXqH8rgKZxg61HjECldi,spotify:track:5aaXqH8rgKZxg61HjECldi,https://api.spotify.com/v1/tracks/5aaXqH8rgKZxg61HjECldi,https://api.spotify.com/v1/audio-analysis/5aaXqH8rgKZxg61HjECldi,246272.0,4.0,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],3B61kSKTxlY36cYgzvf3cP
Ocean The Way Of Water - Special Version___Waymad-Beatz,0.605,0.3,7.0,-11.65,0.0,0.0331,0.704,0.853,0.129,0.163,100.053,audio_features,051wJtDBWDPMokB3Gnf8OT,spotify:track:051wJtDBWDPMokB3Gnf8OT,https://api.spotify.com/v1/tracks/051wJtDBWDPMokB3Gnf8OT,https://api.spotify.com/v1/audio-analysis/051wJtDBWDPMokB3Gnf8OT,96157.0,4.0,Ocean The Way Of Water (Special Version),6hASyUDAV1AuZ84JzAzODu
"Dheeme Dheeme (From ""Pati Patni Aur Woh"")___Tony Kakkar",0.8,0.972,10.0,-2.053,0.0,0.0405,0.15,0.00337,0.351,0.694,110.054,audio_features,7ofWUKeNCUw1P64ArIwG9b,spotify:track:7ofWUKeNCUw1P64ArIwG9b,https://api.spotify.com/v1/tracks/7ofWUKeNCUw1P64ArIwG9b,https://api.spotify.com/v1/audio-analysis/7ofWUKeNCUw1P64ArIwG9b,177383.0,4.0,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",7mx4WDmLj9093qoqCkeSME
KGF Chapter 2 Theme Song___Subhasish Biswas,0.423,0.908,6.0,-3.534,1.0,0.0615,0.0928,0.859,0.0947,0.25,104.937,audio_features,04csRZVifiSYAR86kHxNGc,spotify:track:04csRZVifiSYAR86kHxNGc,https://api.spotify.com/v1/tracks/04csRZVifiSYAR86kHxNGc,https://api.spotify.com/v1/audio-analysis/04csRZVifiSYAR86kHxNGc,128360.0,4.0,KGF Chapter 2 Theme Song,6gb5c2wCBMvy1OfChwHopk
El Melouk - الملوك___Ahmed Saad,0.714,0.921,8.0,-1.455,1.0,0.0976,0.0574,0.0,0.256,0.817,99.951,audio_features,04vHPXVGnb51q13NBoW22W,spotify:track:04vHPXVGnb51q13NBoW22W,https://api.spotify.com/v1/tracks/04vHPXVGnb51q13NBoW22W,https://api.spotify.com/v1/audio-analysis/04vHPXVGnb51q13NBoW22W,195048.0,4.0,El Melouk - الملوك,3eMTz433EZ3pEHtszeiIL2
Missed You - Bonus Track___The Weeknd,0.689,0.374,5.0,-10.038,0.0,0.0851,0.115,0.000132,0.111,0.321,151.98,audio_features,38uNCW1do0LKfMIt4MDkPo,spotify:track:38uNCW1do0LKfMIt4MDkPo,https://api.spotify.com/v1/tracks/38uNCW1do0LKfMIt4MDkPo,https://api.spotify.com/v1/audio-analysis/38uNCW1do0LKfMIt4MDkPo,144540.0,4.0,After Hours (Deluxe),6YlDIxqEjvY63ffH6AwCjd
Nothing Compares - Bonus Track___The Weeknd,0.532,0.577,1.0,-9.313,1.0,0.0352,0.00253,0.0437,0.234,0.0397,131.922,audio_features,5ciyqWW5YuGqF4Avu7uwry,spotify:track:5ciyqWW5YuGqF4Avu7uwry,https://api.spotify.com/v1/tracks/5ciyqWW5YuGqF4Avu7uwry,https://api.spotify.com/v1/audio-analysis/5ciyqWW5YuGqF4Avu7uwry,222307.0,4.0,After Hours (Deluxe),6YlDIxqEjvY63ffH6AwCjd
The Rise of Skywalker - Leia's Theme - Epic Trailer___Mikhail Lesogorov,0.196,0.173,4.0,-10.031,0.0,0.0405,0.133,0.58,0.245,0.0318,66.729,audio_features,3jTMfwqm0GRutQrngP2AI5,spotify:track:3jTMfwqm0GRutQrngP2AI5,https://api.spotify.com/v1/tracks/3jTMfwqm0GRutQrngP2AI5,https://api.spotify.com/v1/audio-analysis/3jTMfwqm0GRutQrngP2AI5,121003.0,4.0,Star Wars: The Rise of Skywalker - Epic Trailers,1tXLI8VPRYw678FmpVwNUA
In Your Eyes___The Weeknd,0.667,0.719,7.0,-5.371,0.0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,audio_features,7szuecWAPwGoV1e5vGu8tl,spotify:track:7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl,237520.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
Take My Breath - Single Version___The Weeknd,0.748,0.74,8.0,-6.01,1.0,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,audio_features,6OGogr19zPTM4BALXuMQpF,spotify:track:6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/tracks/6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/audio-analysis/6OGogr19zPTM4BALXuMQpF,220196.0,4.0,Take My Breath,6DmXKM13nNgIIby2FdK0f8
This Is the End___Matthew J Webster,0.346,0.552,0.0,-6.864,0.0,0.0282,0.417,0.0,0.114,0.0789,75.881,audio_features,6VObnIkLVruX4UVyxWhlqm,spotify:track:6VObnIkLVruX4UVyxWhlqm,https://api.spotify.com/v1/tracks/6VObnIkLVruX4UVyxWhlqm,https://api.spotify.com/v1/audio-analysis/6VObnIkLVruX4UVyxWhlqm,286480.0,4.0,Skyfall,6TwN6Lq9glwnG8kNp6chHY
I Will Always Love You___Whitney Houston,0.332,0.214,4.0,-12.518,1.0,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,audio_features,4eHbdreAnSOrDDsFfc4Fpm,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/tracks/4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/audio-analysis/4eHbdreAnSOrDDsFfc4Fpm,271093.0,4.0,The Bodyguard - Original Soundtrack Album,7JVJlkNNobS0GSoy4tCS96
"John Brown - Live at Sony Music Studios, New York, NY - November 1994___Bob Dylan",0.563,0.422,2.0,-14.052,1.0,0.0365,0.733,0.0226,0.983,0.517,127.347,audio_features,13S97sG5ptwQ10LdFjLlEk,spotify:track:13S97sG5ptwQ10LdFjLlEk,https://api.spotify.com/v1/tracks/13S97sG5ptwQ10LdFjLlEk,https://api.spotify.com/v1/audio-analysis/13S97sG5ptwQ10LdFjLlEk,322427.0,4.0,MTV Unplugged (Live),0zTd4xTpA9ytGuH3Gnfnn4
Makhna___Tanishk Bagchi,0.696,0.704,1.0,-7.876,1.0,0.0423,0.167,0.0,0.155,0.426,124.972,audio_features,0ZHILXmUaVSLEOCWxPQ1ga,spotify:track:0ZHILXmUaVSLEOCWxPQ1ga,https://api.spotify.com/v1/tracks/0ZHILXmUaVSLEOCWxPQ1ga,https://api.spotify.com/v1/audio-analysis/0ZHILXmUaVSLEOCWxPQ1ga,183000.0,4.0,"Makhna (From ""Drive"")",2HSFoyWN8n9c3f2SMceRrO
Doctor Strange in the Multiverse of Madness Teaser Trailer Music (Doctor Strange in the Multiverse of Madness Soundtrack)___Sh4d0wStrider,,,,,,,,,,,,,,,,,,,,
Soch Na Sake___Amaal Mallik,0.505,0.667,9.0,-5.797,1.0,0.0323,0.597,0.0,0.213,0.516,151.728,audio_features,6mTvwBzWTGDOVeCNQEqtOE,spotify:track:6mTvwBzWTGDOVeCNQEqtOE,https://api.spotify.com/v1/tracks/6mTvwBzWTGDOVeCNQEqtOE,https://api.spotify.com/v1/audio-analysis/6mTvwBzWTGDOVeCNQEqtOE,281323.0,4.0,Airlift,1IwC3SdQXPgXSs8FLvOUju
Microsoft Buys Activision for $69 BILLION and Saying Goodbye to YouTube Originals___Waveform: The MKBHD Podcast,0.785,0.672,3.0,-10.931,1.0,0.0785,0.394,0.931,0.0914,0.836,129.869,audio_features,02FlXeNSso4mQiWVi7NvsQ,spotify:track:02FlXeNSso4mQiWVi7NvsQ,https://api.spotify.com/v1/tracks/02FlXeNSso4mQiWVi7NvsQ,https://api.spotify.com/v1/audio-analysis/02FlXeNSso4mQiWVi7NvsQ,138606.0,4.0,"Youtube Experience Mixtape, Vol. 2",2WbUfNioIn6YTvLorG82FL
